./results/results_burstiness_iter2/data_throughput/
./results/results_burstiness_iter2/data_throughput/S100.000000
./results/results_burstiness_iter2/data_throughput/S100.000000/H0.500000
0.000300;
0.0690364;./results/results_burstiness_iter2/data_throughput/S100.000000/H0.500000/brs_non_p
0.069033;./results/results_burstiness_iter2/data_throughput/S100.000000/H0.500000/fuzzy_token
0.0690357;./results/results_burstiness_iter2/data_throughput/S100.000000/H0.500000/token
./results/results_burstiness_iter2/data_throughput/S100.000000/H0.600000
0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002300;0.002400;0.002500;0.002600;0.002700;0.002900;0.003000;0.003100;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.004000;0.004100;0.004200;0.004400;0.004500;0.004700;0.004800;0.004900;0.005000;0.005100;0.005300;0.006100;0.008100;
0.0316463;0.0606842;0.069432;0.110972;0.133163;0.140117;0.168818;0.197173;0.216846;0.237039;0.272936;0.294455;0.334069;0.364712;0.352201;0.383425;0.422667;0.43925;0.44946;0.46433;0.484186;0.499821;0.500688;0.500375;0.524984;0.509387;0.527874;0.532664;0.545416;0.529771;0.547613;0.525092;0.559496;0.536203;0.534157;0.576594;0.560034;0.554719;0.583078;0.557636;0.550704;0.579159;0.555897;0.581987;0.553524;0.594303;0.588668;0.602151;./results/results_burstiness_iter2/data_throughput/S100.000000/H0.600000/brs_non_p
0.0316461;0.0606845;0.0694341;0.110974;0.13315;0.140137;0.168827;0.197173;0.216916;0.236604;0.272416;0.293624;0.33223;0.36456;0.352423;0.390565;0.424719;0.449604;0.478428;0.498567;0.514791;0.589797;0.598585;0.641231;0.672172;0.683127;0.703712;0.783721;0.777886;0.840816;0.872927;0.897666;0.907941;0.918876;0.945595;0.982422;0.991115;0.993049;0.993859;0.995308;0.99804;0.998787;0.99975;0.999037;0.999893;0.99975;1.0;1.0;./results/results_burstiness_iter2/data_throughput/S100.000000/H0.600000/fuzzy_token
