;
S100.000000;
H0.500000;
 ;0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002200;0.002300;0.002400;0.002500;0.002600;0.002700;0.002800;0.002900;0.003000;0.003100;0.003200;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.003900;0.004000;0.004500;0.005000;0.005500;0.006000;0.006500;
brs_non_p;28.4133;34.2022;29.4485;31.5854;33.0502;27.0726;42.8894;64.5423;240.047;72.5165;241.222;423.509;3344.59;2760.67;3004.34;7637.36;10256.2;11179.1;12358.1;16834.7;15141.6;16809.7;16476.3;16888.2;18683.9;18145.5;18498.9;19132.8;20515.1;22848.2;18706.3;21272.7;21569.1;22433.1;23972.2;23340.3;23728.6;24187.9;23607.5;26108.6;25466.5;26611.9;26129.7;26475.0;26167.4;
fuzzy_token;22.7027;25.0493;25.281;26.2532;27.8737;26.6402;33.6762;36.2273;62.4882;43.0995;50.4114;57.3532;59.3885;70.9497;66.6402;92.4758;97.5653;102.617;309.567;296.041;170.313;188.02;216.16;322.666;393.766;481.625;449.134;733.398;1788.05;1603.14;1387.43;1975.78;2494.85;3391.61;4252.64;3599.94;5434.44;5487.81;5520.7;5725.23;7321.72;8276.17;8919.73;9764.17;10432.4;
token;46.1727;48.9301;47.7797;48.5593;50.5633;50.0084;55.2378;56.7194;79.6644;60.9266;67.1083;71.5671;72.35;81.8752;75.8437;89.598;95.2562;96.2106;286.649;262.243;146.553;153.832;172.651;265.029;323.852;406.255;364.654;624.769;1718.81;1507.47;1296.94;1905.58;2468.25;3354.88;4230.71;3574.91;5419.84;5480.11;5512.87;5723.22;7320.38;8270.34;8916.47;9760.23;10429.4;
H0.600000;
 ;0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002200;0.002300;0.002400;0.002500;0.002600;0.002700;0.002800;0.002900;0.003000;0.003100;0.003200;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.003900;0.004000;0.004500;0.005000;0.005500;0.006000;0.006500;
brs_non_p;27.8014;53.4311;39.459;40.2348;88.6749;646.977;279.328;165.365;243.357;119.773;1098.14;508.092;1055.7;3203.28;4112.3;3794.03;7990.74;8062.7;12507.2;12721.7;14674.0;14925.1;15969.4;18285.0;20028.6;17703.9;19551.3;19325.6;20671.2;21161.8;21477.2;21037.7;22792.6;24561.3;22480.0;22603.2;23815.6;24139.8;24412.7;24108.0;23845.2;25727.6;26345.0;27247.2;30001.8;
fuzzy_token;23.8211;32.9838;29.7527;29.595;42.8595;214.286;83.2548;56.8531;78.8385;51.8854;65.9332;64.888;78.8732;65.4541;81.8182;71.3047;97.9677;97.0244;128.629;148.965;148.008;198.534;243.154;298.183;722.314;399.541;467.631;690.312;1057.19;2292.95;2077.69;2055.3;3627.95;3241.68;3691.42;3643.28;3262.62;5507.15;4248.01;4794.2;6082.12;7631.94;9054.13;10489.0;11975.3;
token;46.1606;54.5209;50.8937;51.0003;62.4361;227.316;99.7597;74.3495;93.7736;67.9399;81.4665;77.5742;90.9109;77.857;87.5155;78.277;99.8547;97.7399;118.409;129.786;126.777;167.853;209.008;255.026;680.977;326.521;408.696;607.866;958.19;2230.68;2019.06;2004.02;3601.94;3222.91;3660.79;3629.98;3233.14;5496.9;4230.41;4786.25;6077.64;7628.69;9048.91;10487.7;11974.1;
H0.700000;
 ;0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002200;0.002300;0.002400;0.002500;0.002600;0.002700;0.002800;0.002900;0.003000;0.003100;0.003200;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.003900;0.004000;0.004500;0.005000;0.005500;0.006000;0.006500;
brs_non_p;45.0179;45.805;2925.21;76.5556;150.723;131.771;101.126;259.293;612.512;112.911;801.198;810.1;3860.63;2916.15;2930.24;5476.28;8881.05;9731.31;11544.6;11889.9;12297.6;14969.7;20035.6;16065.3;18382.7;21110.9;19768.6;19170.6;19679.4;21331.9;20821.7;22232.8;25316.3;22231.6;21637.9;23803.8;24574.4;21667.4;23613.7;24641.3;25184.2;25999.2;28236.7;25744.7;28328.1;
fuzzy_token;30.7629;32.544;1193.21;44.8233;64.4512;57.465;49.2475;82.8725;156.904;50.5191;68.1108;69.8564;104.75;94.7638;98.7222;79.8295;160.066;115.673;132.833;152.357;131.437;261.206;2602.44;293.801;321.339;1839.23;836.321;1067.21;933.23;1154.68;1562.55;2874.88;6001.25;4284.67;4424.7;2920.71;4532.16;3766.22;4380.92;5245.48;7017.14;7327.14;10010.2;8826.95;10679.6;
token;50.472;52.145;1199.79;62.7005;80.8107;74.4432;66.7903;95.8506;169.842;66.9167;79.9881;80.9573;112.979;103.975;106.796;84.6448;162.565;114.274;126.385;139.224;122.397;235.432;2574.64;264.4;275.584;1758.62;763.269;985.548;836.769;1058.92;1497.86;2842.4;5978.97;4265.39;4409.78;2891.74;4501.36;3740.56;4360.61;5238.49;7010.02;7321.09;10009.2;8822.54;10677.8;
H0.800000;
 ;0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002200;0.002300;0.002400;0.002500;0.002600;0.002700;0.002800;0.002900;0.003000;0.003100;0.003200;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.003900;0.004000;0.004500;0.005000;0.005500;0.006000;0.006500;
brs_non_p;127.744;244.309;113.759;285.418;294.08;298.441;266.338;355.263;449.445;335.483;522.856;1775.58;3056.07;5082.6;6336.84;20657.3;8036.35;9780.41;10373.0;17898.2;17648.2;17261.8;16555.3;17141.0;25960.7;18463.2;18937.7;19424.1;21764.2;21867.1;20769.4;21150.4;21548.2;24617.8;22628.8;23780.8;24609.5;26341.8;23628.9;22157.1;24639.5;25887.7;27678.2;25717.0;29707.6;
fuzzy_token;62.9894;103.844;57.651;118.211;98.7676;106.329;94.5932;115.843;120.32;82.3946;67.5967;96.1688;160.77;226.114;203.488;5793.45;217.215;197.363;180.254;769.548;457.005;776.434;483.996;1045.07;7424.16;718.495;598.868;544.772;3483.06;4302.27;2332.82;2017.91;1997.81;6056.28;3387.0;4337.87;4752.31;5037.34;5178.57;4564.23;6489.66;8222.96;10234.3;8901.2;11666.2;
token;78.6302;121.022;74.885;131.222;111.958;117.823;106.208;126.18;132.236;94.6109;80.8243;106.201;166.299;226.609;204.613;5772.48;213.589;197.049;173.891;745.023;431.248;750.871;461.256;1016.88;7409.04;643.074;525.15;489.089;3445.13;4290.93;2273.18;1965.01;1953.46;6046.51;3366.64;4324.49;4745.67;5025.11;5173.68;4558.08;6487.8;8217.88;10233.2;8898.49;11663.7;
H0.900000;
