./data_latencies/,,,,,,,,,,,,
./data_latencies/S0.100000,,,,,,,,,,,,
./data_latencies/S0.100000/H0.000000,,,,,,,,,,,,
0.0001,0.0005,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,
25.0571645595,25.8602228393,27.8845926572,32.5380342741,38.411164846,47.6936119673,63.2938077447,91.050543219,196.118737676,472.277903954,1129.09641294,1901.22583789,./data_latencies/S0.100000/H0.000000/token
