;
N64;
S0.100000;
H0.500000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.17943569283;5.18684782925;5.23790861884;5.24819764981;5.28314333189;5.73364241573;6.34671923768;7.26217190426;9.05126233013;11.7453221981;25.7540281497;47.9861021721;103.649429476;180.139773446;539.448852138;653.595955092;687.684205633;738.762323585;738.69153975;763.609615314;779.61725928;810.989939623;799.279397116;834.869180779;820.976023945;854.829195743;853.465592741;866.019671105;856.88899383;860.315880178;869.154104681;
H0.700000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.18570646817;5.21137387263;5.22042201915;5.26183926891;5.3091130263;5.71096599307;6.28628319407;7.05283371811;8.74125591859;11.8260411945;18.6515526987;49.6086629262;117.172813857;179.389183936;535.045982647;671.143068611;687.060926933;747.263482313;749.711837718;779.656483635;764.065614094;802.583665787;802.532170565;817.548167343;851.613466417;848.314378264;858.165033437;858.849720139;854.37797629;866.637380843;861.126828759;
H0.850000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.18065038664;5.22097042291;5.20032386923;5.25100411713;5.30966122916;5.67916721809;6.29350212923;7.23620284967;8.66461285971;11.3912842187;24.0337363731;45.5472756079;94.0170578229;160.46198196;537.687057383;639.660795139;681.776129513;723.385905317;742.462380557;766.516580004;791.587459153;788.477746695;782.404265553;835.812807836;858.228981991;840.416030388;850.37956856;858.140203937;865.369066116;862.13575954;854.008127273;
S1.000000;
H0.500000;
