;
N64;
S0.100000;
H0.500000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.17086410441;5.17898932362;5.19189285815;5.22818384308;5.27321931449;5.59166485019;6.12993905481;6.94872978545;7.92476114654;9.66499641674;14.8758963817;36.7627816934;131.462470631;236.320070805;659.506625296;779.192525339;837.145089153;876.262955759;899.888763415;888.815448165;929.951376803;916.572963869;939.139515899;973.335208711;975.893992496;981.926534578;988.49452278;979.366619044;1001.07699369;981.867575127;986.425230815;
H0.700000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.15624366003;5.19363842127;5.19352204744;5.23498909759;5.26594682351;5.62582474354;6.12355317991;6.80654510185;8.12890511079;9.82792734056;16.8411063729;39.251358917;121.467040782;209.917642281;660.333784606;780.99435106;829.773709712;861.142296663;874.684711055;897.702733883;912.048233533;921.078955659;925.867766983;969.515043081;978.415873353;986.153990873;995.153631343;983.247884834;990.673791201;985.4752268;1005.52296019;
H0.850000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.15165616604;5.16524702742;5.20812413635;5.25741315507;5.28527401755;5.68925987221;6.08934163735;6.86856721188;8.04895835807;9.70866256366;17.031853047;45.2219855241;119.230422398;228.204097906;667.447781615;775.844435398;834.561049429;869.665419184;893.156250721;906.593285814;911.693659492;921.312267716;927.681382507;967.753608179;974.355327262;979.178796898;999.891441332;984.175918051;981.699844121;981.142131808;991.94003911;
S10.000000;
H0.500000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.16463213626;5.18873072827;5.19761140648;5.24663299631;5.27467586762;5.59104141993;6.11058492172;6.75824328652;7.92559978812;10.1154302404;15.051522918;37.3785344997;140.968621096;234.054018179;660.823900151;776.841295869;827.56182525;860.250272608;884.64286408;909.941354452;929.615944309;916.699320613;940.019910141;978.207332582;976.635907194;977.582690268;997.379471307;990.548958434;992.526534636;995.315298403;991.56906663;
H0.700000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.15776704111;5.17115515906;5.22002969098;5.23502631527;5.25921193148;5.63193051882;6.11536719729;6.77848178045;7.77245669351;9.92011858606;14.4123145197;38.0474755393;136.705407264;224.2636258;664.036560824;771.954289126;831.45030906;866.702930085;894.627540195;896.590515117;906.674614139;915.216161493;938.512728353;975.184820459;975.187635225;990.607348766;985.117838378;992.834540165;972.133440546;995.019949421;981.8069801;
H0.850000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;0.300000;0.400000;0.500000;0.600000;0.700000;0.800000;0.900000;
brs_non_p;5.1632465692;5.1824638951;5.20559438726;5.22720307193;5.27588593562;5.64603436622;6.08815577986;6.77045124685;7.74936457872;10.0440225439;14.3220266425;41.5204622165;106.587695676;218.638435477;657.030681904;774.92943402;831.592375071;878.610678357;876.130582329;906.198410916;929.313546418;939.452926874;934.028237989;977.834235993;1001.56251465;980.824441124;988.023348893;981.222306719;975.143784713;1003.06042692;996.316313423;
