./data_latencies/,,,,,,,,,,,,
./data_latencies/S0.100000,,,,,,,,,,,,
./data_latencies/S0.100000/H0.000000,,,,,,,,,,,,
0.0001,0.0005,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,
2.0372836401,2.2006474775,2.4919874986,4.0806449747,101.611647403,1033.67435263,2628.25031946,4017.66251723,5985.5491363,7281.52464508,9445.74251274,9376.02374168,./data_latencies/S0.100000/H0.000000/brs_non_p
