injection rates ,,0.0006,0.0007,0.0008,0.0009,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
Throughput,brs_non_p,0.155282351881,0.18135097309,0.206728042976,0.228756808602,0.254242511618,0.51470424076,0.778232731446,1.01010857008,1.25425981815,1.51010842853,1.73562441891,1.95184802699,2.04508555604,2.10415462375,2.17820646474,2.17081299598,2.25496431588,2.17050382424,2.25719475684,2.22556714489,2.2850022541,2.17684665612,2.21026902424,2.2774083495,2.18712820733,2.25543987684,2.25538415038,2.22938697868,2.24333563477,2.25465489165,2.25986529635
Latencies,brs_non_p,5.18570646817,5.21137387263,5.22042201915,5.26183926891,5.3091130263,5.71096599307,6.28628319407,7.05283371811,8.74125591859,11.8260411945,18.6515526987,49.6086629262,117.172813857,179.389183936,535.045982647,671.143068611,687.060926933,747.263482313,749.711837718,779.656483635,764.065614094,802.583665787,802.532170565,817.548167343,851.613466417,848.314378264,858.165033437,858.849720139,854.37797629,866.637380843,861.126828759
