;
S100.000000;
H0.500000;
 ;0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002200;0.002300;0.002400;0.002500;0.002600;0.002700;0.002800;0.002900;0.003000;0.003100;0.003200;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.003900;0.004000;0.004500;0.005000;0.005500;0.006000;0.006500;
brs_non_p;21.1881;23.7668;27.82;41.4215;141.558;32.2853;54.7236;39.5629;203.342;78.6059;151.237;1504.32;1517.69;2033.17;5986.41;7562.51;7647.41;9064.84;12233.4;12281.3;14019.4;15594.6;19479.2;18440.6;17160.4;19064.6;20658.3;20336.5;21272.8;21308.5;20922.8;21748.2;22640.5;24908.7;22480.3;22505.5;23378.2;23734.3;23481.4;24236.5;23540.0;26782.4;27211.6;28587.5;27956.6;
fuzzy_token;20.8535;22.604;24.1121;28.5728;58.3843;28.6028;35.6093;33.2271;57.6103;39.9439;48.8537;56.5135;73.0398;66.0741;99.093;91.274;90.8096;112.505;142.493;122.948;151.077;199.706;2496.54;279.218;333.235;455.389;587.49;1083.34;1338.72;2262.53;1793.16;2698.36;2607.61;3389.43;4495.76;4207.82;4733.82;4341.49;5155.36;4927.72;6795.58;7790.18;8743.01;9359.74;10373.8;
token;44.0863;45.7444;47.5212;50.9943;79.4226;52.0135;55.4643;53.7389;76.495;59.607;65.3476;70.502;84.6136;76.6946;104.068;92.2782;91.7347;105.317;127.2;108.049;127.967;164.718;2471.74;224.548;271.057;366.765;500.248;987.529;1243.19;2211.75;1724.68;2658.1;2567.09;3362.88;4475.14;4190.61;4725.04;4327.45;5137.43;4916.67;6791.46;7787.05;8735.25;9356.64;10372.7;
H0.600000;
 ;0.000100;0.000200;0.000300;0.000400;0.000500;0.000600;0.000700;0.000800;0.000900;0.001000;0.001100;0.001200;0.001300;0.001400;0.001500;0.001600;0.001700;0.001800;0.001900;0.002000;0.002100;0.002200;0.002300;0.002400;0.002500;0.002600;0.002700;0.002800;0.002900;0.003000;0.003100;0.003200;0.003300;0.003400;0.003500;0.003600;0.003700;0.003800;0.003900;0.004000;0.004500;0.005000;0.005500;0.006000;0.006500;
brs_non_p;39.1414;47.0798;97.5531;149.943;43.3906;45.0207;282.424;692.379;81.3087;117.986;256.185;785.035;4256.7;3527.17;5285.49;5131.78;8109.48;12467.9;10493.1;14590.0;13996.9;15998.2;15930.6;16039.3;18240.2;17079.6;20393.8;21953.9;19579.9;20592.4;20517.0;22370.5;22805.3;22641.8;23905.3;22829.0;23657.4;25986.9;23125.2;24038.7;25120.9;25252.9;25062.3;26160.8;26888.9;
fuzzy_token;27.768;31.6088;49.1884;70.0315;32.6405;32.8461;83.1571;154.525;42.4474;49.857;52.9943;65.099;69.1546;85.252;77.995;87.0737;96.5607;206.451;125.514;180.852;164.266;227.112;378.601;220.503;351.422;429.547;678.828;1684.41;888.044;1072.76;1641.84;2593.8;2559.48;3159.71;4303.13;3902.23;4171.6;5552.96;4709.73;5256.09;6638.31;8031.63;8614.68;8994.15;9818.95;
token;50.4653;52.8012;69.4837;88.495;52.795;54.0745;100.673;167.182;61.5754;65.9108;69.3865;78.3981;79.2602;95.1542;86.003;91.2755;96.4578;193.747;113.779;157.493;145.614;200.313;344.199;187.197;291.838;365.198;582.5;1611.4;799.089;968.518;1563.28;2542.07;2497.86;3136.81;4272.52;3884.48;4154.68;5545.92;4695.33;5243.06;6632.74;8030.48;8613.24;8988.53;9814.53;
H0.700000;
