;
N64;
S0.100000;
H0.500000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.78037678839;5.95886443099;6.10547214761;6.33857418721;6.52620755748;8.50538493351;11.1649668294;14.9594076704;21.2916766819;36.8134593871;102.778140283;185.75582753;249.582648994;355.67459397;732.228584038;835.003632386;875.358481294;927.645118878;931.29160351;953.149877057;977.819754828;975.979707335;996.91500505;997.568536473;
H0.700000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.82534118316;6.04578334872;6.16982564364;6.32448346737;6.46049988756;8.56777430205;11.2347181225;14.3975081021;20.7793125929;37.5481530066;102.042524333;169.998456929;279.002194375;340.479779538;712.967630441;855.817009115;896.203023759;927.659083794;936.376874037;953.006931296;975.19841959;970.896853895;968.186787205;1010.51990906;
H0.850000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.78894333337;5.97021760938;6.14522455079;6.31500723233;6.40303715886;8.46620616692;11.1618528866;14.7724167774;20.5345587147;35.37180276;103.538700564;173.186918053;269.060001446;371.332505672;718.29040465;844.45686937;887.526032803;919.957033359;938.315000575;960.926223468;972.023969759;988.302621161;989.757274256;1016.84767519;
S1.000000;
H0.500000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.82578820554;5.97105121419;6.13760103089;6.318718119;6.46329531361;8.46790954641;10.6364629332;12.9568416729;16.6663729406;25.8670433345;89.106772072;244.780216607;347.994598103;466.566444177;866.767335631;972.812773495;1053.37687227;1096.14356145;1074.9028507;1086.16641531;1117.33486656;1110.92203231;1144.58321502;1158.78664868;
H0.700000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.81247466747;5.93171976943;6.13330055435;6.30784729092;6.513006092;8.32329703474;10.4899463726;13.0480262804;16.4238654893;28.0749979422;95.0385309373;243.068642839;353.855617871;451.201556091;870.795489174;960.334512803;1010.64003337;1058.95389352;1089.23825782;1105.04176272;1104.48802323;1129.99182775;1127.65711756;1159.47502263;
H0.850000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.97094080566;6.0184811686;6.1800659413;6.307618419;6.5148260929;8.40863739023;10.4480883328;12.8785030321;17.1580098872;30.8628153755;91.5064773286;201.366217837;346.383197221;462.657420303;842.416869487;977.808407465;1016.42621548;1052.27175449;1066.47468896;1076.5241205;1091.12638123;1110.90334434;1108.6673905;1153.50709075;
S10.000000;
H0.500000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.81593519922;5.97615543251;6.15964203123;6.30695892559;6.50059163575;8.40477338981;10.6039459644;13.4128612006;17.3497431758;28.4747341435;86.7662938838;218.458557102;374.045932307;466.854458081;858.78755529;991.241603941;1018.42883658;1071.56624784;1069.77293428;1114.02923259;1098.85137549;1124.84278131;1133.51120277;1153.37231447;
H0.700000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.77268557923;5.92933095109;6.10324644269;6.3033541519;6.38941043007;8.46793703224;10.4871930734;12.8259265747;16.7124319082;31.1163090348;74.9971080359;205.495724235;358.226580859;484.635893085;877.852574059;989.451914008;1035.48802178;1045.21415325;1071.43937025;1091.52981356;1114.02349021;1111.49913586;1101.45135132;1172.21543495;
H0.850000;
injection rates ;0.000600;0.000700;0.000800;0.000900;0.001000;0.002000;0.003000;0.004000;0.005000;0.006000;0.007000;0.008000;0.009000;0.010000;0.020000;0.030000;0.040000;0.050000;0.060000;0.070000;0.080000;0.090000;0.100000;0.200000;
brs_non_p;5.85213987102;6.05191496193;6.15348403706;6.3134829579;6.51283267136;8.43446435901;10.4992339069;12.7231955209;17.1594901502;28.318352523;109.055944113;219.370849582;361.458146214;474.199465927;841.983449398;981.846409838;1037.49914055;1056.51267064;1069.4443047;1111.22635383;1105.10963944;1126.74330932;1123.89255783;1170.29721285;
